iata,first_year,last_year,annual_mvts,peak_hour_mvts,annual_growth,peak_growth,absorption,peak_hour_share,state,note
BGO,2015,2019,69520,22.5,-0.0212,-0.0996,4.705,0.000375,headroom,"traffic broadly flat, nothing to read into the peak"
BGR,2015,2019,11519,7.8,0.3875,0.4109,1.06,0.00066,not_assessed,"below the screen floor, peak too small to read a trend"
BGW,2015,2019,34053,10.8,0.2943,0.3951,1.342,0.000336,headroom,peak growing broadly in step with annual traffic
BGY,2015,2019,82103,24.5,0.3075,0.0122,0.04,0.000309,tightening,"growth going into the shoulder hours, not the peak"
BHB,2015,2019,2198,2.1,0.0037,0.0516,nan,0.001541,not_assessed,"below the screen floor, peak too small to read a trend"
BHD,2015,2019,34507,12.3,-0.159,-0.1656,1.041,0.000346,headroom,"traffic broadly flat, nothing to read into the peak"
BHE,2015,2019,14054,7.0,0.1525,0.1294,0.848,0.00058,not_assessed,"below the screen floor, peak too small to read a trend"
BHH,2015,2019,3942,3.1,0.08,-0.2266,-2.833,0.000866,not_assessed,"below the screen floor, peak too small to read a trend"
BHI,2015,2019,3930,3.0,-0.0843,-0.0831,0.985,0.001012,not_assessed,"below the screen floor, peak too small to read a trend"
BHJ,2015,2018,1860,2.5,0.267,1.0653,3.989,0.001563,not_assessed,"below the screen floor, peak too small to read a trend"
BHK,2015,2019,2339,2.2,-0.025,-0.0424,1.696,0.001154,not_assessed,"below the screen floor, peak too small to read a trend"
BHM,2015,2019,41881,12.8,0.1004,0.0151,0.151,0.000322,tightening,"growth going into the shoulder hours, not the peak"
BHO,2015,2019,13799,7.7,0.8981,0.3276,0.365,0.000688,not_assessed,"below the screen floor, peak too small to read a trend"
BHQ,2015,2019,3506,2.0,-0.0074,-0.0033,nan,0.000577,not_assessed,"below the screen floor, peak too small to read a trend"
BHR,2015,2019,6736,3.0,1.4117,-0.2377,-0.168,0.000685,not_assessed,"below the screen floor, peak too small to read a trend"
BHS,2015,2019,1934,2.0,0.1512,-0.0116,-0.077,0.001044,not_assessed,"below the screen floor, peak too small to read a trend"
BHU,2015,2015,730,2.0,nan,nan,nan,0.0045,too_short,"one observed year, no trend to read"
BHV,2016,2018,1014,2.0,-0.0714,0.0,-0.0,0.002218,not_assessed,"below the screen floor, peak too small to read a trend"
BHX,2015,2019,92185,28.0,0.1028,0.2848,2.77,0.000286,headroom,peak growing broadly in step with annual traffic
BHY,2015,2019,20560,9.4,1.1163,0.8793,0.788,0.000505,headroom,peak growing broadly in step with annual traffic
BIA,2015,2019,12925,10.3,0.17,0.4667,2.745,0.000874,not_assessed,"below the screen floor, peak too small to read a trend"
BIK,2015,2019,4664,6.1,0.6353,2.0937,3.295,0.001193,not_assessed,"below the screen floor, peak too small to read a trend"
BIL,2015,2019,20332,6.5,0.0459,-0.1642,-3.578,0.000521,tightening,"growth going into the shoulder hours, not the peak"
BIM,2015,2019,2486,4.0,0.8692,1.0,1.151,0.001658,not_assessed,"below the screen floor, peak too small to read a trend"
BIO,2015,2019,47402,15.6,0.2292,0.1932,0.843,0.00035,headroom,peak growing broadly in step with annual traffic
BIQ,2015,2019,9654,5.8,-0.0132,0.0347,nan,0.00069,not_assessed,"below the screen floor, peak too small to read a trend"
BIR,2015,2019,8006,4.7,0.4304,0.1685,0.392,0.00062,not_assessed,"below the screen floor, peak too small to read a trend"
BIS,2015,2019,10806,4.1,0.1357,0.0475,0.35,0.000539,not_assessed,"below the screen floor, peak too small to read a trend"
BJA,2015,2018,2442,2.6,-0.059,0.0499,-0.846,0.001183,not_assessed,"below the screen floor, peak too small to read a trend"
BJF,2015,2016,2466,2.0,0.0033,-0.1573,nan,0.00082,not_assessed,"below the screen floor, peak too small to read a trend"
BJI,2015,2019,1484,2.0,0.0178,-0.0769,nan,0.001348,not_assessed,"below the screen floor, peak too small to read a trend"
BJL,2015,2018,3511,2.9,0.6069,1.4848,2.447,0.001057,not_assessed,"below the screen floor, peak too small to read a trend"
BJM,2015,2018,3861,2.8,-0.1575,-0.0742,0.471,0.000933,not_assessed,"below the screen floor, peak too small to read a trend"
BJR,2015,2018,5248,3.2,0.312,-0.1996,-0.64,0.000598,not_assessed,"below the screen floor, peak too small to read a trend"
BJT,2015,2016,976,2.1,-0.2,0.0308,-0.154,0.00227,not_assessed,"below the screen floor, peak too small to read a trend"
BJV,2015,2019,20893,11.8,0.0068,-0.1002,nan,0.000585,headroom,"traffic broadly flat, nothing to read into the peak"
BJW,2016,2019,3276,2.0,0.4743,-0.5071,-1.069,0.000637,not_assessed,"below the screen floor, peak too small to read a trend"
BJX,2015,2019,27265,8.3,0.2563,0.0915,0.357,0.000339,headroom,peak growing broadly in step with annual traffic
BKC,2015,2019,2018,2.0,-0.1098,-0.0139,0.126,0.001029,not_assessed,"below the screen floor, peak too small to read a trend"
BKI,2015,2019,74783,17.4,0.1881,0.1198,0.637,0.000237,headroom,peak growing broadly in step with annual traffic
BKK,2015,2019,367042,60.3,0.2077,0.2051,0.987,0.000172,headroom,peak growing broadly in step with annual traffic
BKO,2015,2018,8965,4.4,0.0831,0.4064,4.89,0.00061,not_assessed,"below the screen floor, peak too small to read a trend"
BKS,2015,2019,8489,3.0,0.0456,-0.3537,-7.762,0.000507,not_assessed,"below the screen floor, peak too small to read a trend"
BKW,2015,2019,2270,2.1,0.8131,0.0303,0.037,0.000908,not_assessed,"below the screen floor, peak too small to read a trend"
BKY,2015,2015,638,1.9,nan,nan,nan,0.002903,too_short,"one observed year, no trend to read"
BKZ,2015,2018,2457,3.0,-0.1859,-0.2354,1.267,0.001883,not_assessed,"below the screen floor, peak too small to read a trend"
BLA,2015,2019,2254,2.5,-0.792,-0.5682,0.717,0.001358,not_assessed,"below the screen floor, peak too small to read a trend"
BLB,2016,2017,1167,2.6,-0.0259,0.2817,-10.886,0.002242,not_assessed,"below the screen floor, peak too small to read a trend"
BLD,2015,2019,902,2.0,-0.1586,0.0,-0.0,0.002169,not_assessed,"below the screen floor, peak too small to read a trend"
BLI,2015,2019,6619,3.4,-0.219,-0.2228,1.018,0.000653,not_assessed,"below the screen floor, peak too small to read a trend"
BLJ,2015,2018,1010,2.0,-0.1926,0.0,-0.0,0.002073,not_assessed,"below the screen floor, peak too small to read a trend"
BLK,2016,2016,1521,1.0,nan,nan,nan,0.000678,too_short,"one observed year, no trend to read"
BLL,2015,2019,31488,12.6,0.127,0.129,1.016,0.000508,headroom,peak growing broadly in step with annual traffic
BLQ,2015,2019,68563,22.6,0.2381,0.1125,0.473,0.000317,headroom,peak growing broadly in step with annual traffic
BLR,2015,2019,228392,40.6,0.6111,0.4998,0.818,0.000166,headroom,peak growing broadly in step with annual traffic
BLV,2017,2019,2024,2.8,0.1686,0.2222,1.318,0.001296,not_assessed,"below the screen floor, peak too small to read a trend"
BLZ,2015,2018,3795,4.0,-0.3449,-0.1989,0.577,0.001061,not_assessed,"below the screen floor, peak too small to read a trend"
BMA,2015,2019,44541,26.4,0.3921,0.1905,0.486,0.000575,headroom,peak growing broadly in step with annual traffic
BME,2015,2019,5105,3.6,0.12,-0.2816,-2.346,0.000848,not_assessed,"below the screen floor, peak too small to read a trend"
BMI,2015,2019,6158,4.6,-0.146,0.1071,-0.733,0.000788,not_assessed,"below the screen floor, peak too small to read a trend"
BMO,2015,2015,1253,2.2,nan,nan,nan,0.001848,too_short,"one observed year, no trend to read"
BMU,2015,2019,6176,5.4,1.0111,1.5152,1.499,0.00094,not_assessed,"below the screen floor, peak too small to read a trend"
BMV,2015,2019,6272,4.3,-0.0852,0.0747,-0.877,0.000675,not_assessed,"below the screen floor, peak too small to read a trend"
BNA,2015,2019,176678,43.0,0.3518,0.1356,0.386,0.000256,headroom,peak growing broadly in step with annual traffic
BND,2015,2019,7351,5.0,0.2589,0.564,2.178,0.000765,not_assessed,"below the screen floor, peak too small to read a trend"
BNE,2015,2019,189615,48.0,0.0042,0.0142,nan,0.000261,at_ceiling,"large airport, peak hour static across the window"
BNI,2015,2018,3220,3.0,-0.2077,0.0017,-0.008,0.001068,not_assessed,"below the screen floor, peak too small to read a trend"
BNK,2015,2019,4589,2.9,0.0882,-0.4061,-4.604,0.000829,not_assessed,"below the screen floor, peak too small to read a trend"
BNN,2015,2019,4133,3.0,-0.3677,-0.1579,0.429,0.000716,not_assessed,"below the screen floor, peak too small to read a trend"
BOB,2015,2019,7477,4.6,0.2489,0.15,0.603,0.000633,not_assessed,"below the screen floor, peak too small to read a trend"
BOC,2015,2019,2551,2.0,0.0241,-0.3333,-13.839,0.000825,not_assessed,"below the screen floor, peak too small to read a trend"
BOD,2015,2019,64299,20.7,0.3028,0.0233,0.077,0.000357,tightening,"growth going into the shoulder hours, not the peak"
BOG,2015,2019,287266,62.0,0.0664,0.0161,0.243,0.000226,at_ceiling,"large airport, peak hour static across the window"
BOH,2015,2019,3691,4.0,-0.3342,0.0,-0.0,0.001116,not_assessed,"below the screen floor, peak too small to read a trend"
BOI,2015,2019,51000,13.4,0.2546,0.4898,1.924,0.000297,headroom,peak growing broadly in step with annual traffic
BOJ,2015,2019,9021,5.2,0.2993,-0.0907,-0.303,0.000893,not_assessed,"below the screen floor, peak too small to read a trend"
BOM,2015,2019,299966,48.0,0.0539,-0.007,-0.13,0.00016,at_ceiling,"large airport, peak hour static across the window"
BON,2015,2019,10673,2.0,0.1092,-0.5254,-4.81,0.001222,not_assessed,"below the screen floor, peak too small to read a trend"
BOO,2015,2019,34514,14.4,-0.0308,0.4419,-14.332,0.000537,headroom,"traffic broadly flat, nothing to read into the peak"
BOS,2015,2019,395311,96.6,0.1462,0.1756,1.201,0.000249,headroom,peak growing broadly in step with annual traffic
BPE,2016,2019,5011,4.0,0.8712,0.337,0.387,0.000933,not_assessed,"below the screen floor, peak too small to read a trend"
BPL,2015,2019,6183,5.0,2.6031,1.5,0.576,0.000674,not_assessed,"below the screen floor, peak too small to read a trend"
BPN,2015,2019,57837,19.9,-0.1836,-0.0297,0.162,0.000374,headroom,"traffic broadly flat, nothing to read into the peak"
BPS,2015,2019,11175,7.0,0.1876,0.1462,0.779,0.000663,not_assessed,"below the screen floor, peak too small to read a trend"
BPT,2015,2019,2002,2.1,-0.0557,-0.0226,0.406,0.001044,not_assessed,"below the screen floor, peak too small to read a trend"
BPX,2015,2019,4368,6.6,1.5455,1.2139,0.785,0.001444,not_assessed,"below the screen floor, peak too small to read a trend"
BQK,2015,2019,2074,2.2,0.0768,0.0075,0.097,0.001082,not_assessed,"below the screen floor, peak too small to read a trend"
BQN,2015,2019,4619,3.6,0.6033,0.1913,0.317,0.000873,not_assessed,"below the screen floor, peak too small to read a trend"
BQS,2015,2019,4318,3.6,0.7054,0.4095,0.581,0.000974,not_assessed,"below the screen floor, peak too small to read a trend"
BRA,2015,2019,1771,4.0,-0.4591,0.4437,-0.966,0.002344,not_assessed,"below the screen floor, peak too small to read a trend"
BRC,2015,2019,12809,8.2,0.4418,0.6861,1.553,0.000615,not_assessed,"below the screen floor, peak too small to read a trend"
BRD,2015,2019,1272,2.1,-0.0101,-0.0463,nan,0.001616,not_assessed,"below the screen floor, peak too small to read a trend"
BRE,2015,2019,20990,10.3,-0.1602,0.2076,-1.296,0.000506,headroom,"traffic broadly flat, nothing to read into the peak"
BRI,2015,2019,37736,15.8,0.3239,0.3848,1.188,0.000422,headroom,peak growing broadly in step with annual traffic
BRL,2015,2019,3329,1.0,0.2765,-0.5,-1.809,0.000689,not_assessed,"below the screen floor, peak too small to read a trend"
BRM,2015,2019,958,2.0,-0.7975,-0.5,0.627,0.001872,not_assessed,"below the screen floor, peak too small to read a trend"
BRN,2015,2017,5469,3.8,-0.2791,-0.1703,0.61,0.000993,not_assessed,"below the screen floor, peak too small to read a trend"
BRO,2015,2019,5445,2.5,0.0356,-0.0011,-0.03,0.000552,not_assessed,"below the screen floor, peak too small to read a trend"
BRQ,2015,2019,2730,3.0,0.0549,-0.0614,-1.12,0.001164,not_assessed,"below the screen floor, peak too small to read a trend"
BRR,2015,2019,1354,2.3,0.3732,0.1502,0.402,0.00169,not_assessed,"below the screen floor, peak too small to read a trend"
BRS,2015,2019,57899,20.9,0.1186,0.0779,0.657,0.000347,headroom,peak growing broadly in step with annual traffic
BRU,2015,2019,199870,56.0,0.0038,0.1079,nan,0.000308,headroom,"traffic broadly flat, nothing to read into the peak"
BRW,2015,2019,6289,2.0,0.1707,-0.0638,-0.374,0.000986,not_assessed,"below the screen floor, peak too small to read a trend"
BSA,2017,2017,817,0.9,nan,nan,nan,0.002289,too_short,"one observed year, no trend to read"
BSB,2015,2019,118198,40.5,-0.2345,-0.1094,0.467,0.000356,headroom,"traffic broadly flat, nothing to read into the peak"
BSD,2015,2019,10549,4.7,1.7761,0.5992,0.337,0.000453,not_assessed,"below the screen floor, peak too small to read a trend"
BSG,2015,2018,5271,3.0,-0.0552,0.0,-0.0,0.000591,not_assessed,"below the screen floor, peak too small to read a trend"
BSK,2015,2018,1541,2.0,0.4676,1.0,2.138,0.001243,not_assessed,"below the screen floor, peak too small to read a trend"
BSL,2015,2019,64174,20.1,0.1647,0.0445,0.27,0.000343,tightening,"growth going into the shoulder hours, not the peak"
BSO,2015,2019,2458,3.0,0.5353,-0.0655,-0.122,0.001253,not_assessed,"below the screen floor, peak too small to read a trend"
BSR,2015,2019,9083,4.4,0.0079,-0.1603,nan,0.000615,not_assessed,"below the screen floor, peak too small to read a trend"
BTC,2016,2019,1218,2.0,0.6639,0.0,0.0,0.001929,not_assessed,"below the screen floor, peak too small to read a trend"
BTH,2015,2019,37187,18.9,-0.1656,0.1309,-0.79,0.000453,headroom,"traffic broadly flat, nothing to read into the peak"
BTJ,2015,2019,8512,4.1,0.3982,0.0365,0.092,0.000602,not_assessed,"below the screen floor, peak too small to read a trend"
BTK,2015,2019,1467,3.0,-0.0916,2.0,-21.824,0.001947,not_assessed,"below the screen floor, peak too small to read a trend"
BTM,2015,2019,1354,1.2,-0.0713,-0.4067,5.701,0.000902,not_assessed,"below the screen floor, peak too small to read a trend"
BTR,2015,2019,15480,5.7,-0.1062,0.7531,-7.093,0.000345,not_assessed,"below the screen floor, peak too small to read a trend"
BTS,2015,2019,11322,5.8,0.348,-0.2648,-0.761,0.000576,not_assessed,"below the screen floor, peak too small to read a trend"
BTT,2015,2019,1148,2.0,-0.4763,0.0,-0.0,0.001742,not_assessed,"below the screen floor, peak too small to read a trend"
BTU,2015,2019,11396,5.2,0.0343,-0.1389,-4.048,0.000483,not_assessed,"below the screen floor, peak too small to read a trend"
BTV,2015,2019,23992,6.7,0.1109,0.0728,0.656,0.000371,headroom,peak growing broadly in step with annual traffic
BTW,2018,2019,3022,4.0,0.0747,0.0,0.0,0.001332,not_assessed,"below the screen floor, peak too small to read a trend"
BUA,2015,2019,1343,2.0,-0.0475,-0.3276,6.895,0.002107,not_assessed,"below the screen floor, peak too small to read a trend"
BUD,2015,2019,105935,35.7,0.3565,0.5565,1.561,0.000324,headroom,peak growing broadly in step with annual traffic
BUF,2015,2019,57541,19.2,-0.0204,0.0817,-4.014,0.000344,headroom,"traffic broadly flat, nothing to read into the peak"
BUQ,2015,2018,3790,4.0,0.207,0.1988,0.96,0.00151,not_assessed,"below the screen floor, peak too small to read a trend"
BUR,2015,2019,65045,22.4,0.3374,0.4528,1.342,0.000341,headroom,peak growing broadly in step with annual traffic
BUS,2015,2019,4346,3.5,0.707,0.1084,0.153,0.000734,not_assessed,"below the screen floor, peak too small to read a trend"
BUT,2018,2018,664,2.0,nan,nan,nan,0.004264,too_short,"one observed year, no trend to read"
BUU,2019,2019,1414,2.0,nan,nan,nan,0.001458,too_short,"one observed year, no trend to read"
BUW,2015,2019,3058,2.3,0.4047,-0.2867,-0.708,0.000737,not_assessed,"below the screen floor, peak too small to read a trend"
BUZ,2015,2019,2378,2.4,0.5022,0.4788,0.953,0.001129,not_assessed,"below the screen floor, peak too small to read a trend"
BVA,2015,2019,23927,13.1,-0.1357,-0.1488,1.096,0.000546,headroom,"traffic broadly flat, nothing to read into the peak"
BVB,2015,2019,2369,3.2,-0.0793,0.0512,-0.646,0.001383,not_assessed,"below the screen floor, peak too small to read a trend"
BVC,2015,2018,3277,3.0,0.1666,0.1254,0.753,0.001169,not_assessed,"below the screen floor, peak too small to read a trend"
BVE,2015,2019,1879,2.0,0.0905,-0.0545,-0.602,0.002672,not_assessed,"below the screen floor, peak too small to read a trend"
BVG,2015,2016,1848,2.0,0.0022,-0.1542,nan,0.001094,not_assessed,"below the screen floor, peak too small to read a trend"
BVH,2015,2019,690,2.0,-0.1626,0.98,-6.026,0.002899,not_assessed,"below the screen floor, peak too small to read a trend"
BWA,2015,2019,6624,6.0,1.3185,0.5,0.379,0.001041,not_assessed,"below the screen floor, peak too small to read a trend"
BWI,2015,2019,230795,56.0,0.0895,0.0653,0.73,0.000235,headroom,peak growing broadly in step with annual traffic
BWN,2015,2019,17635,10.0,0.3613,0.5388,1.492,0.000526,not_assessed,"below the screen floor, peak too small to read a trend"
BWT,2015,2019,4994,3.0,0.0036,-0.2467,nan,0.000643,not_assessed,"below the screen floor, peak too small to read a trend"
BWX,2015,2019,5519,4.1,1.9263,0.5931,0.308,0.000946,not_assessed,"below the screen floor, peak too small to read a trend"
BXB,2019,2019,1460,2.0,nan,nan,nan,0.00137,too_short,"one observed year, no trend to read"
BXU,2015,2019,5868,4.2,0.1985,0.0896,0.451,0.000899,not_assessed,"below the screen floor, peak too small to read a trend"
BYK,2016,2016,436,2.0,nan,nan,nan,0.004587,too_short,"one observed year, no trend to read"
